customerkey,gender,name,city,state_code,state,zip_code,country,continent,birthday
148478,female,jessica gerrald,coledale,nsw,new south wales,2515,australia,australia,1970-02-04
148583,female,maddison tout,wrotham,qld,queensland,4871,australia,australia,1984-05-17
148716,female,layla bateson,mapoon,qld,queensland,4874,australia,australia,1961-08-12
148825,female,natalie seiffert,ardglen,nsw,new south wales,2338,australia,australia,1992-06-07
148931,female,bella nichols,pickett hill,nsw,new south wales,2455,australia,australia,1966-05-31
149084,female,maya polini,yessabah,nsw,new south wales,2440,australia,australia,1959-02-09
149123,female,alice sandford,baringhup west,vic,victoria,3463,australia,australia,1954-05-05
149353,male,henry raggatt,wandown,vic,victoria,3549,australia,australia,1988-01-26
149478,female,gemma blamey,gloucester tops,nsw,new south wales,2422,australia,australia,1938-12-26
149733,female,chloe o'donovan,nungarin,wa,western australia,6490,australia,australia,1955-08-14
149914,male,aiden gall,curdies river,vic,victoria,3268,australia,australia,1954-08-03
149955,male,jaxon fyans,metung,vic,victoria,3904,australia,australia,1974-10-03
150602,male,lincoln egge,kingscote,sa,south australia,5223,australia,australia,1964-11-11
150762,female,bella marriott,thornton beach,qld,queensland,4873,australia,australia,1974-10-25
150770,female,natalie trumble,stun'sail boom,sa,south australia,5223,australia,australia,1956-03-02
150857,male,michael stonham,symonston,act,australian capital territory,2609,australia,australia,1980-04-01
151044,female,ashley short,ninderry,qld,queensland,4561,australia,australia,1973-09-22
151076,male,zane belcher,erigolia,nsw,new south wales,2669,australia,australia,1953-09-24
151318,female,caitlyn helpman,coree,nsw,new south wales,2710,australia,australia,1945-04-07
151326,female,kate salmon,iredale,qld,queensland,4352,australia,australia,1980-01-02
151401,female,alana marmion,cumborah,nsw,new south wales,2832,australia,australia,1966-06-25
151431,female,skye hirst,mowbray,tas,tasmania,7248,australia,australia,1977-03-18
151499,male,logan macmahon,kooroongarra,qld,queensland,4357,australia,australia,1962-02-24
151589,male,cooper granville,gowrie,nsw,new south wales,2340,australia,australia,1992-05-13
151628,male,jasper tost,tennyson,nsw,new south wales,2754,australia,australia,1998-06-23
151851,male,alexander larkin,boomi,nsw,new south wales,2405,australia,australia,1955-10-20
151986,female,sarah pulleine,redhill farms,qld,queensland,4671,australia,australia,1996-04-03
152009,female,caitlin hallstrom,woolshed,qld,queensland,4340,australia,australia,1955-01-23
152044,male,hunter gibney,east yeoburn,vic,victoria,3579,australia,australia,1940-05-24
152270,female,piper helmore,singleton,wa,western australia,6175,australia,australia,1986-11-15
152306,female,isabelle mailey,tumorrama,nsw,new south wales,2720,australia,australia,1939-02-03
152342,male,harry elliott,kialla,nsw,new south wales,2583,australia,australia,1968-06-16
152352,male,ryder denning,avalon,nsw,new south wales,2107,australia,australia,1940-05-17
152438,male,charlie deschamps,mount bute,vic,victoria,3324,australia,australia,2000-05-11
152445,male,mason beeston,spalding,wa,western australia,6530,australia,australia,1942-08-04
152700,male,justin soward,colo vale,nsw,new south wales,2575,australia,australia,1979-08-20
152908,female,claudia tulk,cane,wa,western australia,6710,australia,australia,1953-08-13
153114,female,claire kempt,datatine,wa,western australia,6317,australia,australia,1947-09-17
153296,female,bianca meany,walpa,vic,victoria,3875,australia,australia,1940-04-12
154040,female,savannah tufnell,norwin,qld,queensland,4356,australia,australia,1974-04-21
154042,male,alex follett,melawondi,qld,queensland,4570,australia,australia,1966-06-13
154163,male,jai harrington,gol gol,nsw,new south wales,2738,australia,australia,1961-07-16
154326,male,isaac jennings,terry hie hie,nsw,new south wales,2400,australia,australia,1943-08-29
154546,male,harry haverfield,arundel,qld,queensland,4214,australia,australia,1940-07-16
154611,male,angus alt,williamstown,vic,victoria,3016,australia,australia,1999-12-13
154874,female,sara ringrose,bribie island north,qld,queensland,4507,australia,australia,1942-05-27
154891,male,jake rumsey,balmattum,vic,victoria,3666,australia,australia,1957-11-08
154973,female,annabelle mulga,lake hinds,wa,western australia,6603,australia,australia,1975-07-28
155098,female,rachel finsch,mount pleasant,sa,south australia,5235,australia,australia,1945-12-30
155350,male,jasper bleasdale,cethana,tas,tasmania,7306,australia,australia,1947-09-16
155362,female,natasha coyne,gostwyck,nsw,new south wales,2358,australia,australia,1947-07-25
155388,female,summer langridge,northlakes,nt,northern territory,812,australia,australia,1986-09-19
155611,female,amy shephard,punthari,sa,south australia,5238,australia,australia,2001-08-17
155656,female,anna voss,kyabram,vic,victoria,3620,australia,australia,1964-12-16
155726,male,archie eltham,speers point,nsw,new south wales,2284,australia,australia,1977-10-03
155797,female,alice charteris,east wickepin,wa,western australia,6370,australia,australia,2001-07-23
155879,male,finn barrenger,abingdon downs,qld,queensland,4871,australia,australia,1981-02-25
156006,male,jonathan flanagan,wonthaggi,vic,victoria,3995,australia,australia,1976-11-17
156070,female,jasmine foveaux,parrearra,qld,queensland,4575,australia,australia,1983-04-06
156286,female,ella moffitt,bunjurgen,qld,queensland,4310,australia,australia,1951-10-11
156399,male,jacob clunies,lethbridge park,nsw,new south wales,2770,australia,australia,1951-06-25
156564,male,ethan vogt,timbumburi,nsw,new south wales,2340,australia,australia,1967-08-25
156795,male,joseph dodd,glanmire,nsw,new south wales,2795,australia,australia,1944-08-21
156814,female,sarah thrower,harpers hill,nsw,new south wales,2321,australia,australia,1962-03-06
156902,female,natasha rasp,tottenham,vic,victoria,3012,australia,australia,1971-04-28
157171,female,matilda marsden,fairbank,vic,victoria,3951,australia,australia,1991-01-05
157191,female,gemma shenton,semaphore,sa,south australia,5019,australia,australia,1941-09-16
157721,male,oliver kleeman,goldie,vic,victoria,3435,australia,australia,1999-06-12
157796,male,cody stillwell,stanley flat,sa,south australia,5453,australia,australia,1963-07-27
157872,female,angelina hirschfeld,forbes,vic,victoria,3764,australia,australia,1983-08-12
157938,male,declan mackenzie,mount warren park,qld,queensland,4207,australia,australia,1965-09-04
157968,female,natasha steffanoni,greenlands,qld,queensland,4380,australia,australia,1995-02-25
158035,male,lincoln sanderson,hellyer,tas,tasmania,7321,australia,australia,1968-01-24
158179,male,jackson boucaut,narellan vale,nsw,new south wales,2567,australia,australia,1984-09-30
158191,male,nate tearle,parnaroo,sa,south australia,5422,australia,australia,1939-07-21
158349,male,austin roxon,waterloo,wa,western australia,6228,australia,australia,1982-04-29
158407,female,lola scammell,rochester,sa,south australia,5464,australia,australia,1985-05-18
158590,female,eliza morell,alma park,nsw,new south wales,2659,australia,australia,1954-03-01
158639,male,mitchell swain,dunsborough,wa,western australia,6281,australia,australia,1959-12-17
158951,female,tahlia wunderlich,warrabkook,vic,victoria,3286,australia,australia,1997-09-28
159123,female,claire yeo,la perouse,nsw,new south wales,2036,australia,australia,1970-11-02
159137,male,matthew cremin,bald hills,nsw,new south wales,2549,australia,australia,1988-08-08
159176,male,joshua perkins,hervey bay,qld,queensland,4655,australia,australia,1992-02-14
159242,female,grace felton,rocky hall,nsw,new south wales,2550,australia,australia,1960-01-16
159255,female,indiana gillan,huntley,nsw,new south wales,2800,australia,australia,1984-12-28
159270,male,cody barak,myrtle park,nsw,new south wales,2713,australia,australia,1956-08-07
159509,female,gabriella hely,putta bucca,nsw,new south wales,2850,australia,australia,1994-11-17
159547,male,gabriel highett,embleton,wa,western australia,6062,australia,australia,1986-09-15
159643,male,daniel fewings,beemunnel,nsw,new south wales,2824,australia,australia,1956-02-24
159816,male,brayden foxall,padstow,nsw,new south wales,2211,australia,australia,1951-12-02
159836,female,stella woollacott,mcbean pound,sa,south australia,5357,australia,australia,1991-11-07
159981,female,olivia couvreur,wigley flat,sa,south australia,5357,australia,australia,1946-04-29
160124,male,jack henning,bethungra,nsw,new south wales,2590,australia,australia,1958-06-21
160533,male,brock mahomed,mount elliot,nsw,new south wales,2250,australia,australia,1971-07-26
160624,male,jai sheehy,rosemount,qld,queensland,4560,australia,australia,1956-01-15
160804,male,finn holyman,st agnes,qld,queensland,4671,australia,australia,1957-07-21
161038,male,spencer lawlor,tulloona,nsw,new south wales,2400,australia,australia,1958-03-29
161095,female,abby plowman,kunda park,qld,queensland,4556,australia,australia,1971-08-20
161286,male,archer reimann,maryborough,vic,victoria,3465,australia,australia,1983-09-01
161462,female,sienna hardwick,oaky park,nsw,new south wales,2790,australia,australia,2001-04-12
161493,male,cameron whiddon,middle park,vic,victoria,3206,australia,australia,1946-08-05
161503,male,nathan payne,coalstoun lakes,qld,queensland,4621,australia,australia,1963-06-23
161613,female,elizabeth hogue,farrants hill,nsw,new south wales,2484,australia,australia,1996-04-22
161701,female,natalie hardess,hillside,nsw,new south wales,2157,australia,australia,1977-02-15
161742,female,lucinda ogden,boodua,qld,queensland,4401,australia,australia,1962-09-08
161879,female,kayla mcgrowdie,dartbrook,nsw,new south wales,2336,australia,australia,1992-01-26
161962,male,cody black,fishermans pocket,qld,queensland,4570,australia,australia,1978-07-18
162091,female,grace cotter,byellee,qld,queensland,4680,australia,australia,1976-10-08
162181,female,lucy darbyshire,ben nevis,vic,victoria,3377,australia,australia,1982-02-08
162182,male,andrew clancy,north tumbulgum,nsw,new south wales,2490,australia,australia,1960-02-18
162300,male,aiden yencken,coongulla,vic,victoria,3860,australia,australia,1976-05-04
162355,female,rachel shand,thalia,vic,victoria,3527,australia,australia,1958-04-09
162754,male,gabriel lamilami,gunbower,vic,victoria,3566,australia,australia,1963-08-14
162784,male,dean jauncey,mundijong,wa,western australia,6123,australia,australia,1975-09-10
162905,male,declan howden,dinninup,wa,western australia,6244,australia,australia,1988-04-04
163186,female,alannah martin,townson,qld,queensland,4341,australia,australia,1986-06-18
163213,female,hayley mutch,rich avon west,vic,victoria,3480,australia,australia,1994-06-30
163247,female,georgia frederick,fiery flat,vic,victoria,3518,australia,australia,1948-07-14
163294,female,alica cyril,ondit,vic,victoria,3249,australia,australia,1999-03-24
163416,female,matilda shepherd,bowgada,wa,western australia,6623,australia,australia,1986-10-26
163571,male,mason gibb,cotham,vic,victoria,3101,australia,australia,1956-08-06
163706,female,ellie agostini,the vines,wa,western australia,6069,australia,australia,1946-09-23
163849,male,xavier clay,murnungin,vic,victoria,3544,australia,australia,1954-08-07
163999,male,benjamin wellish,weatherboard,vic,victoria,3352,australia,australia,2000-10-31
164102,male,noah catani,cambrai,sa,south australia,5353,australia,australia,1983-03-04
164129,male,joel dacey,wallaroo,wa,western australia,6429,australia,australia,1948-07-16
164153,male,isaac rutherford,arthurville,nsw,new south wales,2820,australia,australia,1977-05-09
164201,female,emma conley,gemalla,nsw,new south wales,2795,australia,australia,1969-01-30
164579,male,justin buddicom,lilli pilli,nsw,new south wales,2536,australia,australia,1963-01-02
164607,female,abbey piquet,new lambton,nsw,new south wales,2305,australia,australia,1994-08-05
164862,female,jasmine spain,charlotte cove,tas,tasmania,7112,australia,australia,1963-07-09
165032,female,anna read,kweda,wa,western australia,6306,australia,australia,1997-07-18
165193,female,phoebe wood,mongolata,sa,south australia,5417,australia,australia,1950-02-06
165336,female,caitlyn mayrhofer,toongi,nsw,new south wales,2830,australia,australia,1967-12-11
165350,male,archer partridge,marys creek,qld,queensland,4570,australia,australia,1978-09-14
165581,female,audrey harriman,hume weir,vic,victoria,3691,australia,australia,1970-04-21
165585,female,hannah mocatta,wandillup,wa,western australia,6256,australia,australia,1960-01-21
165611,female,georgia raws,grays gate,qld,queensland,4357,australia,australia,1997-06-09
165649,female,rebecca moss,waratah bay,vic,victoria,3959,australia,australia,1978-09-19
165798,female,georgia wallace,fitzgeralds mount,nsw,new south wales,2799,australia,australia,1951-04-11
165801,male,archer garran,nile,tas,tasmania,7212,australia,australia,1946-01-06
166366,male,adam dame,hilltown,sa,south australia,5455,australia,australia,1947-01-30
166456,male,cooper phelan,north stirlings,wa,western australia,6338,australia,australia,1952-06-23
166494,female,alannah farran-ridge,mercunda,sa,south australia,5308,australia,australia,1982-07-28
166599,male,ryder dalyell,north wialki,wa,western australia,6473,australia,australia,1997-11-18
166809,female,brooke adair,palm cove,qld,queensland,4879,australia,australia,1980-12-15
166813,female,georgia tarczynski,chelsea,vic,victoria,3196,australia,australia,1943-03-13
166838,female,grace buchanan,buffer creek,nsw,new south wales,2454,australia,australia,2000-11-10
167115,male,anthony gibney,shelbourne,vic,victoria,3463,australia,australia,1999-09-13
167153,male,james docker,paget,qld,queensland,4740,australia,australia,1958-10-15
